,PMID,Population
153967,21956421,adult
153970,21956421,female
153976,21956421,male
153977,21956421,middle aged
153982,21088057,adult
153984,21088057,female
153988,21088057,male
153990,21088057,middle aged
154007,20937676,adult
154008,20937676,aged
154011,20937676,female
154015,20937676,male
154017,20937676,middle aged
154024,20574139,adult
154026,20574139,female
154046,20553230,adult
154047,20553230,aged
154050,20553230,female
154056,20553230,male
154058,20553230,middle aged
154064,20553230,young adult
154065,21498614,adult
154066,21498614,aged
154068,21498614,female
154071,21498614,male
154072,21498614,middle aged
154082,21232731,adult
154086,21232731,female
154090,21232731,male
154091,21232731,middle aged
154096,21232731,young adult
154119,21635163,adult
154120,21635163,aged
154124,21635163,female
154127,21635163,male
154128,21635163,middle aged
154134,21635163,young adult
154135,20736873,adult
154136,20736873,aged
154137,20736873,"aged, 80 and over"
154139,20736873,female
154142,20736873,male
154143,20736873,middle aged
154158,22161415,adult
154213,20350915,male
154214,20350915,middle aged
154219,20696284,adult
154220,20696284,aged
154222,20696284,female
154227,20696284,male
154228,20696284,middle aged
154233,20585201,adult
154238,20585201,female
154243,20585201,male
154247,22303710,adult
154251,22303710,female
154257,22303710,male
154259,22303710,middle aged
154261,21169731,adult
154267,21169731,female
154271,21169731,middle aged
154274,21169731,young adult
154276,20795858,adult
154282,20795858,female
154288,20795858,male
154290,20795858,middle aged
154294,20795858,young adult
154308,21715532,female
154316,21206137,adolescent
154317,21206137,aged
154319,21206137,female
154324,21206137,male
154326,21206137,middle aged
154336,20654796,adolescent
154337,20654796,child
154338,20654796,"child, preschool"
154340,20654796,female
154346,20654796,infant
154347,20654796,"infant, newborn"
154348,20654796,male
154357,20513982,adult
154361,20513982,female
154364,20513982,male
154365,20513982,middle aged
154373,20065231,adult
154376,20065231,female
154380,20065231,male
154382,20065231,middle aged
154387,20065231,young adult
154398,21274336,female
154402,21274336,"infant, newborn"
154404,21274336,male
154409,20549894,adult
154410,20549894,female
154418,21042042,adult
154423,21042042,female
154428,21042042,male
154429,21042042,middle aged
154445,20393724,adult
154446,20393724,aged
154456,20393724,middle aged
154475,22041431,female
154485,21917865,adult
154486,21917865,aged
154490,21917865,female
154494,21917865,male
154495,21917865,middle aged
154500,21216797,adolescent
154501,21216797,adult
154504,21216797,female
154507,21216797,male
154508,21216797,middle aged
154516,21216797,young adult
154520,20305505,female
154524,20305505,male
154525,20305505,middle aged
154533,20061292,adult
154537,20061292,female
154553,21646263,"infant, newborn"
154554,21646263,male
154557,21295808,adult
154559,21295808,female
154562,21295808,male
154563,21295808,middle aged
154578,20465438,adult
154581,20465438,female
154585,20465438,male
154586,20465438,middle aged
154589,20465438,young adult
154601,21344449,adult
154603,21344449,female
154607,21344449,male
154608,21344449,middle aged
154614,21326129,aged
154616,21326129,female
154619,21326129,male
154620,21326129,middle aged
154628,20616436,adult
154629,20616436,aged
154630,20616436,"aged, 80 and over"
154634,20616436,female
154640,20616436,male
154641,20616436,middle aged
154645,20394553,adult
154649,20394553,female
154653,20394553,male
154654,20394553,middle aged
154659,20394553,young adult
154669,22276474,adolescent
154671,22276474,child
154672,22276474,"child, preschool"
154673,22276474,female
154678,22276474,male
154705,20138596,adult
154710,20138596,female
154717,20138596,male
154725,21208096,adolescent
154726,21208096,adult
154727,21208096,aged
154728,21208096,"aged, 80 and over"
154730,21208096,female
154734,21208096,male
154735,21208096,middle aged
154743,21545922,adolescent
154744,21545922,adult
154745,21545922,aged
154748,21545922,female
154753,21545922,male
154754,21545922,middle aged
154761,21545922,young adult
154762,22649896,female
154766,22649896,middle aged
154768,21178798,aged
154772,21178798,male
154775,21834678,adolescent
154776,21834678,adult
154782,21834678,female
154790,21834678,middle aged
154800,21834678,young adult
154807,21106332,female
154814,21106332,middle aged
154818,20053983,adult
154819,20053983,aged
154828,20053983,female
154835,20053983,male
154836,20053983,middle aged
154841,20053983,young adult
154842,20090483,adult
154843,20090483,aged
154844,20090483,"aged, 80 and over"
154845,20090483,female
154849,20090483,male
154850,20090483,middle aged
154855,21716594,adult
154864,21716594,female
154871,21716594,male
154872,21716594,middle aged
154886,21670365,female
154890,21670365,middle aged
154892,21598068,adolescent
154898,21598068,male
154905,22132845,adult
154906,22132845,aged
154908,22132845,female
154911,22132845,middle aged
154916,21345986,adult
154920,21345986,female
154923,21345986,male
154924,21345986,middle aged
154929,20335003,female
154935,20335003,middle aged
154945,21720295,adult
154946,21720295,female
154951,21720295,male
154952,21720295,middle aged
154960,20556611,adult
154964,20556611,female
154967,20556611,male
154968,20556611,middle aged
154972,20556611,young adult
154974,22045898,adolescent
154979,22045898,child
154981,22045898,female
154987,22045898,male
154989,22045898,young adult
154990,21063232,adult
155002,21063232,male
155005,21054240,adult
155021,20962435,adult
155022,20962435,female
155027,20962435,"infant, newborn"
155043,20302412,male
155044,20302412,middle aged
155048,20072006,adult
155051,20072006,female
155056,21814886,female
155063,21814886,"infant, newborn"
155072,20811057,adult
155076,20811057,female
155084,20811057,male
155085,20811057,middle aged
155093,20805652,female
155097,20805652,middle aged
155101,20805652,young adult
155103,22053592,adult
155108,22053592,female
155117,22053592,male
155122,22053592,young adult
155138,21124799,female
155148,21124799,male
155159,21078788,female
155165,21078788,male
155166,21078788,middle aged
155193,21571205,male
155195,21571205,middle aged
155198,22118896,adult
155200,22118896,female
155204,22118896,male
155209,20063273,"aged, 80 and over"
155210,20063273,female
155215,21142817,adult
155223,21142817,middle aged
155228,20671275,adult
155232,20671275,female
155238,20671275,male
155241,20435595,adult
155242,20435595,aged
155248,20435595,female
155252,20435595,male
155254,20435595,middle aged
155268,21928702,female
155272,21928702,middle aged
155274,21164277,adolescent
155275,21164277,adult
155276,21164277,aged
155277,21164277,"aged, 80 and over"
155280,21164277,female
155284,21164277,male
155285,21164277,middle aged
155287,21164277,young adult
155289,20450435,aged
155292,20450435,female
155322,21773967,adult
155323,21773967,aged
155329,21773967,female
155334,21773967,male
155335,21773967,middle aged
155341,21773967,young adult
155342,20401438,adult
155343,20401438,aged
155348,20401438,female
155353,20401438,male
155354,20401438,middle aged
155381,21215511,adult
155389,21215511,female
155393,21215511,male
155405,20823651,male
155407,20823651,middle aged
155432,21721270,adolescent
155433,21721270,adult
155434,21721270,aged
155438,21721270,female
155442,21721270,male
155443,21721270,middle aged
155445,21721270,young adult
155446,20458231,adolescent
155447,20458231,adult
155448,20458231,aged
155451,20458231,female
155454,20458231,male
155455,20458231,middle aged
155460,20458231,young adult
155461,20379454,adult
155465,20379454,female
155469,20379454,male
155473,20526624,adult
155474,20526624,aged
155477,20526624,female
155482,20526624,male
155483,20526624,middle aged
155492,20526624,young adult
155493,21036005,female
155498,21036005,male
155499,21036005,middle aged
155511,22111475,adult
155520,22111475,male
155530,20718680,adult
155535,20718680,female
155538,20718680,male
155540,20718680,middle aged
155554,20718680,young adult
155556,20685547,female
155574,21742652,adult
155583,21742652,male
155593,20406107,female
155598,20406107,middle aged
155611,21455198,female
155617,21455198,male
155622,21387129,adult
155629,21387129,female
155635,21387129,male
155679,20810571,adult
155683,20810571,female
155689,20810571,male
155690,20810571,middle aged
155716,20146171,adult
155719,20146171,female
155724,20146171,male
155725,20146171,middle aged
155743,21912063,adult
155749,21912063,female
155764,21895480,female
155789,20195406,adult
155791,20195406,female
155794,20195406,male
155795,20195406,middle aged
155800,20417566,adolescent
155801,20417566,adult
155802,20417566,aged
155803,20417566,"aged, 80 and over"
155807,20417566,female
155813,20417566,male
155814,20417566,middle aged
155818,20417566,young adult
155819,21957950,aged
155823,21957950,female
155839,21893231,adult
155844,21893231,female
155867,21465496,adolescent
155868,21465496,adult
155869,21465496,aged
155877,21465496,female
155884,21465496,male
155885,21465496,middle aged
155891,21465496,young adult
155892,21449724,adult
155900,21449724,middle aged
155905,20934171,adult
155912,20934171,female
155918,20934171,male
155923,22791476,adult
155933,22791476,male
155941,21684605,adolescent
155942,21684605,adult
155943,21684605,aged
155944,21684605,"aged, 80 and over"
155949,21684605,female
155953,21684605,male
155954,21684605,middle aged
155958,21684605,young adult
155959,21424183,adolescent
155960,21424183,adult
155961,21424183,aged
155962,21424183,"aged, 80 and over"
155966,21424183,child
155968,21424183,female
155975,21424183,male
155976,21424183,middle aged
155980,21424183,young adult
155993,20426819,adolescent
155995,20426819,adult
155996,20426819,aged
155998,20426819,child
156001,20426819,female
156005,20426819,male
156006,20426819,middle aged
156012,22136263,female
156015,22136263,male
156017,20579082,aged
156019,20579082,female
156026,20091544,female
156030,20091544,male
156033,20350826,adult
156035,20350826,female
156038,20350826,male
156039,20350826,middle aged
156045,20350826,young adult
156046,21968267,adult
156048,21968267,female
156052,21968267,male
156053,21968267,middle aged
156057,21968267,young adult
156058,21823520,adolescent
156060,21823520,child
156062,21823520,female
156066,21823520,male
156088,21170691,adolescent
156089,21170691,adult
156092,21170691,female
156101,21170691,male
156109,21170691,young adult
156111,20364568,adult
156112,20364568,aged
156115,20364568,female
156120,20364568,middle aged
156124,21997826,adult
156125,21997826,aged
156129,21997826,female
156132,21997826,male
156133,21997826,middle aged
156139,21858556,adolescent
156140,21858556,adult
156141,21858556,aged
156142,21858556,female
156146,21858556,male
156147,21858556,middle aged
156151,21818129,adolescent
156152,21818129,adult
156153,21818129,aged
156154,21818129,"aged, 80 and over"
156155,21818129,child
156157,21818129,female
156162,21818129,male
156163,21818129,middle aged
156168,21441081,child
156169,21441081,female
156174,21176818,adolescent
156175,21176818,adult
156176,21176818,aged
156177,21176818,female
156184,21176818,male
156185,21176818,middle aged
156187,21176818,young adult
156188,20189728,aged
156202,21435959,adult
156204,21435959,female
156209,21435959,male
156215,21162684,adult
156222,21162684,male
156228,20624360,adolescent
156234,20624360,male
156238,20551857,adult
156244,20551857,male
156247,20144041,aged
156250,20144041,female
156253,20144041,male
156254,20144041,middle aged
156257,20201625,adult
156259,20201625,female
156269,22231971,adult
156270,22231971,aged
156273,22231971,female
156276,22231971,male
156277,22231971,middle aged
156281,22231971,young adult
156284,22132843,female
156287,22132843,male
156288,22132843,middle aged
156296,22130073,female
156301,22130073,male
156309,21482911,male
156310,21482911,middle aged
156312,20822764,adult
156316,20822764,female
156319,20822764,male
156320,20822764,middle aged
156324,20822764,young adult
156325,20592636,adult
156326,20592636,aged
156327,20592636,"aged, 80 and over"
156331,20592636,female
156334,20592636,male
156335,20592636,middle aged
156340,20592636,young adult
156341,20146655,adult
156343,20146655,female
156351,22321417,adult
156355,22321417,female
156358,22321417,male
156359,22321417,middle aged
156363,21120833,adult
156368,21120833,male
156375,19940747,aged
156377,19940747,female
156384,21444648,adolescent
156385,21444648,adult
156387,21444648,aged
156392,21444648,female
156399,21444648,male
156400,21444648,middle aged
156411,21444648,young adult
