,PMID,Condition,Category
8209,34598656,hypothyroidism,hypothyroidism
8209,34598656,thyroid gland,thyroid disease
8210,33886620,graves ophthalmopathy,hyperthyroidism
8211,32983115,graves disease,hyperthyroidism
8211,32983115,graves' disease,hyperthyroidism
8211,32983115,hashimoto disease,thyroiditis
8211,32983115,thyroiditis,thyroiditis
8212,34101720,graves ophthalmopathy,hyperthyroidism
8212,34101720,thyroid gland,thyroid disease
8213,32925676,graves ophthalmopathy,hyperthyroidism
8214,32227795,graves disease,hyperthyroidism
8214,32227795,thyroid neoplasms,thyroid neoplasms
8214,32227795,thyroiditis,thyroiditis
8215,34915605,hyperthyroidism,hyperthyroidism
8215,34915605,graves disease,hyperthyroidism
8215,34915605,graves' disease,hyperthyroidism
8215,34915605,thyroid neoplasms,thyroid neoplasms
8216,34863412,hyperthyroidism,hyperthyroidism
8216,34863412,graves disease,hyperthyroidism
8216,34863412,graves' disease,hyperthyroidism
8217,34500489,graves ophthalmopathy,hyperthyroidism
8218,34331577,graves ophthalmopathy,hyperthyroidism
8219,33383445,graves ophthalmopathy,hyperthyroidism
8220,32564980,graves ophthalmopathy,hyperthyroidism
8221,32040414,goiter,goiter
8221,32040414,"goiter, nodular",goiter
8221,32040414,hyperthyroidism,hyperthyroidism
8221,32040414,hypothyroidism,hypothyroidism
8221,32040414,thyroid disease,thyroid disease
8221,32040414,thyroid diseases,thyroid disease
8222,32933065,graves disease,hyperthyroidism
8222,32933065,graves' disease,hyperthyroidism
8222,32933065,"thyroiditis, autoimmune",thyroiditis
8222,32933065,postpartum thyroiditis,thyroiditis
8222,32933065,thyroiditis,thyroiditis
8222,32933065,thyroid disease,thyroid disease
8223,32537950,graves ophthalmopathy,hyperthyroidism
8224,32077419,graves disease,hyperthyroidism
8225,34563695,graves ophthalmopathy,hyperthyroidism
8226,34027861,graves disease,hyperthyroidism
8226,34027861,graves' disease,hyperthyroidism
8227,32343865,graves ophthalmopathy,hyperthyroidism
8228,34987480,goiter,goiter
8228,34987480,hyperthyroidism,hyperthyroidism
8228,34987480,graves disease,hyperthyroidism
8228,34987480,graves' disease,hyperthyroidism
8229,34287665,graves disease,hyperthyroidism
8229,34287665,graves' disease,hyperthyroidism
8229,34287665,graves ophthalmopathy,hyperthyroidism
8230,33234032,graves' disease,hyperthyroidism
8230,33234032,graves ophthalmopathy,hyperthyroidism
8231,33221730,graves disease,hyperthyroidism
8231,33221730,graves' disease,hyperthyroidism
8231,33221730,graves ophthalmopathy,hyperthyroidism
8232,32176101,hyperthyroidism,hyperthyroidism
8232,32176101,graves disease,hyperthyroidism
8232,32176101,graves' disease,hyperthyroidism
8232,32176101,thyroiditis,thyroiditis
8233,34188092,graves disease,hyperthyroidism
8233,34188092,graves' disease,hyperthyroidism
8233,34188092,thyroid gland,thyroid disease
8234,34644795,graves' disease,hyperthyroidism
8234,34644795,graves ophthalmopathy,hyperthyroidism
8235,33643223,graves ophthalmopathy,hyperthyroidism
8236,33504525,graves disease,hyperthyroidism
8237,32893386,graves ophthalmopathy,hyperthyroidism
8238,32694926,hyperthyroidism,hyperthyroidism
8238,32694926,graves disease,hyperthyroidism
8238,32694926,graves' disease,hyperthyroidism
8238,32694926,graves ophthalmopathy,hyperthyroidism
8239,32522908,hyperthyroidism,hyperthyroidism
8239,32522908,graves disease,hyperthyroidism
8239,32522908,graves' disease,hyperthyroidism
8239,32522908,hypothyroidism,hypothyroidism
8240,34124812,graves disease,hyperthyroidism
8240,34124812,graves' disease,hyperthyroidism
8240,34124812,thyroid neoplasms,thyroid neoplasms
8241,33152840,graves ophthalmopathy,hyperthyroidism
8242,32198080,graves ophthalmopathy,hyperthyroidism
8243,34963497,graves disease,hyperthyroidism
8243,34963497,graves' disease,hyperthyroidism
8244,34523298,hyperthyroidism,hyperthyroidism
8244,34523298,graves disease,hyperthyroidism
8244,34523298,graves' disease,hyperthyroidism
8244,34523298,hypothyroidism,hypothyroidism
8245,33669123,hyperthyroidism,hyperthyroidism
8245,33669123,graves disease,hyperthyroidism
8245,33669123,graves' disease,hyperthyroidism
8245,33669123,hypothyroidism,hypothyroidism
8246,33389876,graves disease,hyperthyroidism
8246,33389876,graves' disease,hyperthyroidism
8247,32649036,graves ophthalmopathy,hyperthyroidism
8248,34648112,graves disease,hyperthyroidism
8248,34648112,graves' disease,hyperthyroidism
8249,31972501,hyperthyroidism,hyperthyroidism
8249,31972501,graves disease,hyperthyroidism
8249,31972501,graves' disease,hyperthyroidism
8249,31972501,graves ophthalmopathy,hyperthyroidism
8250,34218976,hyperthyroidism,hyperthyroidism
8250,34218976,graves ophthalmopathy,hyperthyroidism
8251,33353397,graves ophthalmopathy,hyperthyroidism
8252,33295879,hyperthyroidism,hyperthyroidism
8252,33295879,graves disease,hyperthyroidism
8252,33295879,graves' disease,hyperthyroidism
8252,33295879,thyroid disease,thyroid disease
8253,32729365,goiter,goiter
8253,32729365,"goiter, endemic",goiter
8253,32729365,thyroid neoplasms,thyroid neoplasms
8253,32729365,thyroid nodule,thyroid nodule
8253,32729365,thyroidectomy,thyroid disease
8254,34681587,hyperthyroidism,hyperthyroidism
8254,34681587,graves disease,hyperthyroidism
8254,34681587,graves' disease,hyperthyroidism
8255,33606408,graves' disease,hyperthyroidism
8255,33606408,graves ophthalmopathy,hyperthyroidism
8255,33606408,hashimoto disease,thyroiditis
8256,33870911,graves ophthalmopathy,hyperthyroidism
8257,34888290,goiter,goiter
8257,34888290,graves disease,hyperthyroidism
8257,34888290,graves' disease,hyperthyroidism
8257,34888290,thyrotoxicosis,hyperthyroidism
8257,34888290,hypothyroidism,hypothyroidism
8257,34888290,thyroiditis,thyroiditis
8258,33451885,goiter,goiter
8258,33451885,"goiter, nodular",goiter
8258,33451885,thyroid neoplasms,thyroid neoplasms
8258,33451885,thyroidectomy,thyroid disease
8259,31902232,goiter,goiter
8259,31902232,"goiter, nodular",goiter
8259,31902232,thyroid neoplasms,thyroid neoplasms
8259,31902232,thyroid nodule,thyroid nodule
8259,31902232,thyroidectomy,thyroid disease
8260,34047397,graves disease,hyperthyroidism
8260,34047397,graves' disease,hyperthyroidism
8261,32053002,graves ophthalmopathy,hyperthyroidism
8262,34130446,graves disease,hyperthyroidism
8262,34130446,graves' disease,hyperthyroidism
8263,33417417,graves disease,hyperthyroidism
8263,33417417,graves ophthalmopathy,hyperthyroidism
8264,32880139,graves ophthalmopathy,hyperthyroidism
8265,32681301,graves' disease,hyperthyroidism
8265,32681301,graves ophthalmopathy,hyperthyroidism
8266,34690936,hyperthyroidism,hyperthyroidism
8266,34690936,graves disease,hyperthyroidism
8266,34690936,graves' disease,hyperthyroidism
8267,34647604,graves ophthalmopathy,hyperthyroidism
8268,33497370,graves disease,hyperthyroidism
8268,33497370,thyroid gland,thyroid disease
8269,33380538,graves disease,hyperthyroidism
8269,33380538,graves' disease,hyperthyroidism
8270,34028423,graves ophthalmopathy,hyperthyroidism
8271,33471723,graves disease,hyperthyroidism
8272,33173086,graves ophthalmopathy,hyperthyroidism
8273,32096552,graves ophthalmopathy,hyperthyroidism
8274,34383782,graves ophthalmopathy,hyperthyroidism
8275,32686042,graves disease,hyperthyroidism
8276,33980771,hyperthyroidism,hyperthyroidism
8276,33980771,graves disease,hyperthyroidism
8276,33980771,graves' disease,hyperthyroidism
8276,33980771,thyrotoxicosis,hyperthyroidism
8276,33980771,thyroidectomy,thyroid disease
8277,32735324,graves ophthalmopathy,hyperthyroidism
8278,31996918,graves disease,hyperthyroidism
8278,31996918,graves' disease,hyperthyroidism
8278,31996918,hashimoto disease,thyroiditis
8278,31996918,"thyroiditis, subacute",thyroiditis
8278,31996918,thyroiditis,thyroiditis
8279,32760098,graves ophthalmopathy,hyperthyroidism
8280,34652374,hyperthyroidism,hyperthyroidism
8280,34652374,graves disease,hyperthyroidism
8280,34652374,graves' disease,hyperthyroidism
8280,34652374,thyrotoxicosis,hyperthyroidism
8281,33434937,hyperthyroidism,hyperthyroidism
8281,33434937,graves disease,hyperthyroidism
8281,33434937,graves' disease,hyperthyroidism
8282,32227311,graves disease,hyperthyroidism
8282,32227311,hashimoto disease,thyroiditis
8282,32227311,thyroiditis,thyroiditis
8282,32227311,thyroid disease,thyroid disease
8283,32252386,graves disease,hyperthyroidism
8283,32252386,hashimoto disease,thyroiditis
8283,32252386,thyroiditis,thyroiditis
8283,32252386,thyroid disease,thyroid disease
8284,34149627,graves disease,hyperthyroidism
8284,34149627,graves' disease,hyperthyroidism
8285,33414766,graves ophthalmopathy,hyperthyroidism
8286,32086386,graves disease,hyperthyroidism
8286,32086386,graves ophthalmopathy,hyperthyroidism
8287,32627588,graves ophthalmopathy,hyperthyroidism
8288,32362875,graves disease,hyperthyroidism
8288,32362875,graves' disease,hyperthyroidism
8288,32362875,hashimoto disease,thyroiditis
8288,32362875,thyroiditis,thyroiditis
8288,32362875,thyroid disease,thyroid disease
8288,32362875,thyroid diseases,thyroid disease
8289,31842710,graves disease,hyperthyroidism
8289,31842710,hashimoto disease,thyroiditis
8289,31842710,thyroiditis,thyroiditis
8289,31842710,thyroid gland,thyroid disease
8290,31840740,hyperthyroidism,hyperthyroidism
8290,31840740,graves disease,hyperthyroidism
8290,31840740,graves' disease,hyperthyroidism
8290,31840740,hypothyroidism,hypothyroidism
8290,31840740,thyroid neoplasms,thyroid neoplasms
8290,31840740,thyroid gland,thyroid disease
8291,34152827,graves disease,hyperthyroidism
8292,33776579,graves ophthalmopathy,hyperthyroidism
8293,33297974,graves ophthalmopathy,hyperthyroidism
8294,33099562,graves ophthalmopathy,hyperthyroidism
8295,33025559,graves disease,hyperthyroidism
8295,33025559,graves' disease,hyperthyroidism
8295,33025559,hypothyroidism,hypothyroidism
8295,33025559,hashimoto disease,thyroiditis
8295,33025559,thyroiditis,thyroiditis
8295,33025559,thyroid disease,thyroid disease
8296,32592913,graves ophthalmopathy,hyperthyroidism
8297,32403138,hyperthyroidism,hyperthyroidism
8297,32403138,graves' disease,hyperthyroidism
8297,32403138,graves ophthalmopathy,hyperthyroidism
8298,34142359,goiter,goiter
8298,34142359,hyperthyroidism,hyperthyroidism
8298,34142359,graves disease,hyperthyroidism
8298,34142359,graves' disease,hyperthyroidism
8299,32940624,graves ophthalmopathy,hyperthyroidism
8300,32157641,graves ophthalmopathy,hyperthyroidism
8301,34179589,graves disease,hyperthyroidism
8302,34049504,hyperthyroidism,hyperthyroidism
8302,34049504,graves disease,hyperthyroidism
8302,34049504,graves' disease,hyperthyroidism
8303,33318556,graves ophthalmopathy,hyperthyroidism
8304,32958019,graves ophthalmopathy,hyperthyroidism
8305,34277969,hyperthyroidism,hyperthyroidism
8305,34277969,graves disease,hyperthyroidism
8305,34277969,graves' disease,hyperthyroidism
8305,34277969,thyroidectomy,thyroid disease
8306,32999132,graves disease,hyperthyroidism
8306,32999132,graves' disease,hyperthyroidism
8307,32699051,graves ophthalmopathy,hyperthyroidism
8308,32656666,goiter,goiter
8308,32656666,"goiter, nodular",goiter
8308,32656666,thyroid neoplasms,thyroid neoplasms
8309,33488522,graves ophthalmopathy,hyperthyroidism
8310,31900992,graves disease,hyperthyroidism
8310,31900992,graves' disease,hyperthyroidism
8310,31900992,"thyroiditis, autoimmune",thyroiditis
8310,31900992,hashimoto disease,thyroiditis
8310,31900992,thyroiditis,thyroiditis
8310,31900992,thyroid disease,thyroid disease
8310,31900992,thyroid diseases,thyroid disease
8311,32729394,graves disease,hyperthyroidism
8311,32729394,graves' disease,hyperthyroidism
8312,33327837,hyperthyroidism,hyperthyroidism
8312,33327837,graves disease,hyperthyroidism
8312,33327837,graves' disease,hyperthyroidism
8313,32035032,graves disease,hyperthyroidism
8314,32911689,graves ophthalmopathy,hyperthyroidism
8315,32376473,graves ophthalmopathy,hyperthyroidism
8316,32573180,hyperthyroidism,hyperthyroidism
8316,32573180,graves disease,hyperthyroidism
8316,32573180,graves' disease,hyperthyroidism
8317,34847904,graves disease,hyperthyroidism
8317,34847904,graves' disease,hyperthyroidism
8318,32854689,hyperthyroidism,hyperthyroidism
8318,32854689,graves disease,hyperthyroidism
8318,32854689,graves' disease,hyperthyroidism
8318,32854689,thyrotoxicosis,hyperthyroidism
8319,32199749,hyperthyroidism,hyperthyroidism
8319,32199749,graves disease,hyperthyroidism
8319,32199749,graves' disease,hyperthyroidism
8319,32199749,thyrotoxicosis,hyperthyroidism
8320,34160415,hyperthyroidism,hyperthyroidism
8320,34160415,graves disease,hyperthyroidism
8320,34160415,thyroid neoplasms,thyroid neoplasms
8320,34160415,thyroid gland,thyroid disease
8320,34160415,thyroidectomy,thyroid disease
8321,32977740,graves ophthalmopathy,hyperthyroidism
8322,33541945,hyperthyroidism,hyperthyroidism
8322,33541945,graves disease,hyperthyroidism
8322,33541945,graves' disease,hyperthyroidism
8322,33541945,thyrotoxicosis,hyperthyroidism
8323,33153489,graves ophthalmopathy,hyperthyroidism
8324,32605565,hyperthyroidism,hyperthyroidism
8324,32605565,graves disease,hyperthyroidism
8324,32605565,graves' disease,hyperthyroidism
8325,32342657,graves disease,hyperthyroidism
8325,32342657,graves' disease,hyperthyroidism
8326,32265558,graves ophthalmopathy,hyperthyroidism
8327,31968184,graves disease,hyperthyroidism
8327,31968184,thyroid neoplasms,thyroid neoplasms
8328,31910101,graves disease,hyperthyroidism
8328,31910101,graves' disease,hyperthyroidism
8328,31910101,thyrotoxicosis,hyperthyroidism
8329,34494503,graves disease,hyperthyroidism
8329,34494503,graves' disease,hyperthyroidism
8329,34494503,hashimoto disease,thyroiditis
8330,34074094,graves disease,hyperthyroidism
8330,34074094,graves' disease,hyperthyroidism
8330,34074094,hypothyroidism,hypothyroidism
8330,34074094,hashimoto disease,thyroiditis
8330,34074094,thyroiditis,thyroiditis
8331,33170828,graves ophthalmopathy,hyperthyroidism
8332,34867801,graves disease,hyperthyroidism
8332,34867801,graves' disease,hyperthyroidism
8333,33944730,hyperthyroidism,hyperthyroidism
8333,33944730,graves disease,hyperthyroidism
8333,33944730,graves' disease,hyperthyroidism
8333,33944730,thyroid neoplasms,thyroid neoplasms
8334,33325362,graves disease,hyperthyroidism
8334,33325362,graves' disease,hyperthyroidism
8335,32221103,graves ophthalmopathy,hyperthyroidism
8336,33782320,graves ophthalmopathy,hyperthyroidism
8337,32088015,graves ophthalmopathy,hyperthyroidism
8338,32000449,graves ophthalmopathy,hyperthyroidism
8339,32483756,hyperthyroidism,hyperthyroidism
8339,32483756,graves disease,hyperthyroidism
8339,32483756,thyroid neoplasms,thyroid neoplasms
8339,32483756,thyroid gland,thyroid disease
8340,31926048,graves disease,hyperthyroidism
8340,31926048,graves' disease,hyperthyroidism
8340,31926048,thyrotoxicosis,hyperthyroidism
8341,33935970,hyperthyroidism,hyperthyroidism
8341,33935970,graves disease,hyperthyroidism
8341,33935970,graves' disease,hyperthyroidism
8341,33935970,graves ophthalmopathy,hyperthyroidism
8341,33935970,thyroid gland,thyroid disease
8342,33120839,graves disease,hyperthyroidism
8343,32196098,graves ophthalmopathy,hyperthyroidism
8344,33719776,graves ophthalmopathy,hyperthyroidism
8345,32820337,hyperthyroidism,hyperthyroidism
8345,32820337,graves disease,hyperthyroidism
8345,32820337,graves' disease,hyperthyroidism
8346,33675209,hyperthyroidism,hyperthyroidism
8346,33675209,graves disease,hyperthyroidism
8346,33675209,graves' disease,hyperthyroidism
8346,33675209,thyrotoxicosis,hyperthyroidism
8346,33675209,hypothyroidism,hypothyroidism
8346,33675209,thyroidectomy,thyroid disease
8347,33473054,graves disease,hyperthyroidism
8347,33473054,hypothyroidism,hypothyroidism
8347,33473054,"thyroiditis, autoimmune",thyroiditis
8347,33473054,"thyroiditis, subacute",thyroiditis
8347,33473054,thyroiditis,thyroiditis
8347,33473054,thyroid gland,thyroid disease
8348,34831419,graves ophthalmopathy,hyperthyroidism
8349,32737408,graves disease,hyperthyroidism
8349,32737408,thyroid neoplasms,thyroid neoplasms
8349,32737408,"thyroid cancer, papillary",thyroid neoplasms
8349,32737408,thyroid nodule,thyroid nodule
8349,32737408,thyroid disease,thyroid disease
8349,32737408,thyroid diseases,thyroid disease
8349,32737408,thyroid gland,thyroid disease
8350,31237221,hyperthyroidism,hyperthyroidism
8350,31237221,graves ophthalmopathy,hyperthyroidism
8350,31237221,hypothyroidism,hypothyroidism
8350,31237221,thyroid neoplasms,thyroid neoplasms
8350,31237221,thyroid disease,thyroid disease
8350,31237221,thyroid diseases,thyroid disease
8350,31237221,thyroid gland,thyroid disease
8351,34899596,graves ophthalmopathy,hyperthyroidism
8351,34899596,thyroid gland,thyroid disease
8352,33776929,hyperthyroidism,hyperthyroidism
8352,33776929,graves disease,hyperthyroidism
8352,33776929,hypothyroidism,hypothyroidism
8352,33776929,thyroid neoplasms,thyroid neoplasms
8352,33776929,thyroid disease,thyroid disease
8352,33776929,thyroid diseases,thyroid disease
8352,33776929,thyroid gland,thyroid disease
8353,33471724,graves disease,hyperthyroidism
8354,32957802,graves ophthalmopathy,hyperthyroidism
8355,31978406,hyperthyroidism,hyperthyroidism
8355,31978406,graves disease,hyperthyroidism
8355,31978406,graves' disease,hyperthyroidism
8355,31978406,hypothyroidism,hypothyroidism
8355,31978406,thyroiditis,thyroiditis
8356,33583620,graves disease,hyperthyroidism
